,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,-0.0575083199932937,0.0
1,"GNPS (Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.06262569485919557,0.0
2,"GNPS (Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.04288174466631411,0.0
3,"GNPS (Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,-0.028303500995943826,0.0
4,"GNPS (Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,-0.032086233342520865,0.0
5,"GNPS (Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,-0.021855956930335187,0.0
6,"GNPS (Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.14141788697197505,0.0
7,"GNPS (Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.11841968910624621,0.0
8,"GNPS (Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.07994322003791893,0.0
9,"GNPS (Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.08005458303934174,0.0
10,"GNPS (Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.047155910497472184,0.0
11,"GNPS (Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.03179732912669559,0.0
