,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Pearson,0.11897123647370844,0.0
1,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Spearman,0.20561054696141312,0.0
2,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Kendall,0.15362777457829518,0.0
3,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Pearson,0.018599895317604365,0.0
4,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Spearman,0.04584967024970646,0.0
5,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Kendall,0.03403669673969774,0.0
6,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Pearson,0.025140964004887842,0.0
7,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Spearman,0.021634366114814296,0.0
8,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Kendall,0.01591780539227695,0.0
9,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Pearson,0.023473926848482728,0.0
10,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Spearman,0.036976046374206796,0.0
11,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Kendall,0.02722959501277035,0.0
