,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.14972520104616943,0.0
1,"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.12391340333044268,0.0
2,"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.07965489723267329,0.0
3,"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.23659390520782636,0.0
4,"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.22959425106155237,0.0
5,"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.14719196517073943,0.0
6,"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4242426845363068,0.0
7,"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.41526374815957107,0.0
8,"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2833421982816276,0.0
9,"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.38814921168032046,0.0
10,"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3546729233917936,0.0
11,"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2416077907576762,0.0
