,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Pearson,0.10663861317847945,0.0
1,"GNPS (Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Spearman,0.17463448849692534,0.0
2,"GNPS (Positives, Orbitrap)",ECFPFingerprint,Modified Cosine,Kendall,0.12819530545301747,0.0
3,"GNPS (Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Pearson,0.014656549283532704,0.0
4,"GNPS (Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Spearman,-0.006513605790713887,0.0
5,"GNPS (Positives, Orbitrap)",AvalonFingerprint,Modified Cosine,Kendall,-0.004745261884033888,0.0
6,"GNPS (Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Pearson,0.031658875528007904,0.0
7,"GNPS (Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Spearman,-0.04529812245285943,0.0
8,"GNPS (Positives, Orbitrap)",LayeredFingerprint,Modified Cosine,Kendall,-0.0327094475179371,0.0
9,"GNPS (Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Pearson,0.022007688211028383,0.0
10,"GNPS (Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Spearman,0.011446883961456345,0.0
11,"GNPS (Positives, Orbitrap)",RDKitFingerprint,Modified Cosine,Kendall,0.008356540313506439,0.0
