,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Pearson,0.09460904672282629,0.0
1,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Spearman,0.2078921759858686,0.0
2,"GNPS (LOTUS, Positives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Kendall,0.16247443310397797,0.0
3,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Pearson,0.028920959552644034,0.0
4,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Spearman,0.07031063635325444,0.0
5,"GNPS (LOTUS, Positives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Kendall,0.05456845739785895,0.0
6,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Pearson,0.021650203183139056,0.0
7,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Spearman,0.04163567510384389,0.0
8,"GNPS (LOTUS, Positives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Kendall,0.03223971006157417,0.0
9,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Pearson,0.03858233524749069,0.0
10,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Spearman,0.07538718387975642,0.0
11,"GNPS (LOTUS, Positives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Kendall,0.058458273293745,0.0
