,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (QTOF),ECFPFingerprint,Neutral Losses Cosine,Pearson,0.011089314609592917,0.0
1,GNPS (QTOF),ECFPFingerprint,Neutral Losses Cosine,Spearman,-0.08265501877291213,0.0
2,GNPS (QTOF),ECFPFingerprint,Neutral Losses Cosine,Kendall,-0.058645884362177186,0.0
3,GNPS (QTOF),AvalonFingerprint,Neutral Losses Cosine,Pearson,0.0031665406213445416,0.0
4,GNPS (QTOF),AvalonFingerprint,Neutral Losses Cosine,Spearman,-0.03563310730491348,0.0
5,GNPS (QTOF),AvalonFingerprint,Neutral Losses Cosine,Kendall,-0.025339498878475652,0.0
6,GNPS (QTOF),LayeredFingerprint,Neutral Losses Cosine,Pearson,0.04200660470519197,0.0
7,GNPS (QTOF),LayeredFingerprint,Neutral Losses Cosine,Spearman,0.028242997475737074,0.0
8,GNPS (QTOF),LayeredFingerprint,Neutral Losses Cosine,Kendall,0.02008807719140934,0.0
9,GNPS (QTOF),RDKitFingerprint,Neutral Losses Cosine,Pearson,0.012578911861870988,0.0
10,GNPS (QTOF),RDKitFingerprint,Neutral Losses Cosine,Spearman,-0.024968523891970715,0.0
11,GNPS (QTOF),RDKitFingerprint,Neutral Losses Cosine,Kendall,-0.017634541275877828,0.0
