,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (Positives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,0.007934299280839479,0.0
1,"GNPS (Positives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,-0.04193622639092597,0.0
2,"GNPS (Positives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,-0.028455549250470676,0.0
3,"GNPS (Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.00031263558630281773,0.001769872149452567
4,"GNPS (Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,-0.01665004275303789,0.0
5,"GNPS (Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,-0.011262933338361869,0.0
6,"GNPS (Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.03914190243983497,0.0
7,"GNPS (Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.03301549393573085,0.0
8,"GNPS (Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.022288818123882,0.0
9,"GNPS (Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.022952218832121882,0.0
10,"GNPS (Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.005526112732446304,0.0
11,"GNPS (Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.004043592548568649,0.0
