,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Positives),ECFPFingerprint,Modified Cosine,Pearson,0.09575072707862625,0.0
1,GNPS (Positives),ECFPFingerprint,Modified Cosine,Spearman,0.16077003295547068,0.0
2,GNPS (Positives),ECFPFingerprint,Modified Cosine,Kendall,0.11561088816717179,0.0
3,GNPS (Positives),AvalonFingerprint,Modified Cosine,Pearson,0.014878307181297465,0.0
4,GNPS (Positives),AvalonFingerprint,Modified Cosine,Spearman,0.01429138311626341,0.0
5,GNPS (Positives),AvalonFingerprint,Modified Cosine,Kendall,0.01018062898199599,0.0
6,GNPS (Positives),LayeredFingerprint,Modified Cosine,Pearson,0.030138657850782107,0.0
7,GNPS (Positives),LayeredFingerprint,Modified Cosine,Spearman,-0.013513299631661707,0.0
8,GNPS (Positives),LayeredFingerprint,Modified Cosine,Kendall,-0.009578646612006605,0.0
9,GNPS (Positives),RDKitFingerprint,Modified Cosine,Pearson,0.024477399614263852,0.0
10,GNPS (Positives),RDKitFingerprint,Modified Cosine,Spearman,0.027248862662746634,0.0
11,GNPS (Positives),RDKitFingerprint,Modified Cosine,Kendall,0.01933598826992487,0.0
