,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Pearson,-0.04758164167397113,0.0
1,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Spearman,-0.055776384215236334,0.0
2,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Kendall,-0.038839768622980546,0.0
3,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Pearson,-0.002167096455760134,3.8538312342685356e-104
4,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Spearman,-0.010572362588478882,0.0
5,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Kendall,-0.007726143574472595,0.0
6,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Pearson,0.16602546627548143,0.0
7,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Spearman,0.13887501406010877,0.0
8,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Kendall,0.09369672543547881,0.0
9,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Pearson,0.10716443253427274,0.0
10,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Spearman,0.06921478641394277,0.0
11,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Kendall,0.04664954103418987,0.0
